#SKILL
Name         reserved~
Type         Spell
Info         0
Flags        0
Minpos       109
Slot         95
Code         spell_null
Dammsg       ~
Wearoff      ???~
Minlevel     800
End

#SKILL
Name         ablution~
Type         Spell
Info         0
Flags        0
Target       3
Minpos       112
Mana         200
Rounds       10
Code         spell_ablution
Dammsg       ~
Wearoff      !Ablution!~
Minlevel     100
End

#SKILL
Name         acetum primus~
Type         Spell
Info         909
Flags        0
Target       1
Minpos       109
Slot         302
Mana         15
Rounds       3
Code         spell_acetum_primus
Dammsg       Acetum Primus~
Wearoff      !WEAROFF!~
Minlevel     37
End

#SKILL
Name         acid blast~
Type         Spell
Info         5
Flags        0
Target       1
Minpos       109
Slot         70
Mana         20
Rounds       3
Code         spell_acid_blast
Dammsg       acid blast~
Wearoff      !Acid Blast!~
Minlevel     30
End

#SKILL
Name         acid breath~
Type         Spell
Info         5
Flags        0
Target       1
Minpos       109
Slot         200
Mana         20
Rounds       3
Code         spell_acid_breath
Dammsg       blast of acid~
Wearoff      !Acid Breath!~
Minlevel     43
End

#SKILL
Name         animate dead~
Type         Spell
Info         0
Flags        0
Minpos       109
Slot         231
Mana         220
Rounds       3
Code         spell_animate_dead
Dammsg       ~
Wearoff      !Animate Dead!~
Minlevel     800
End

#SKILL
Name         aquabreath~
Type         Spell
Info         0
Flags        1024
Target       2
Minpos       109
Slot         236
Mana         50
Rounds       3
Code         spell_aquabreath
Dammsg       ~
Wearoff      Your lungs revert to their original state.~
Minlevel     28
End

#SKILL
Name         armor~
Type         Spell
Info         0
Flags        0
Target       2
Minpos       112
Mana         20
Rounds       3
Code         spell_armor
Dammsg       ~
Wearoff      Your armor stops glowing.~
Minlevel     8
End

#SKILL
Name         astral walk~
Type         Spell
Info         0
Flags        0
Minpos       109
Slot         90
Mana         60
Rounds       3
Code         spell_astral_walk
Dammsg       ~
Wearoff      !Astral Walk!~
Minlevel     30
End

#SKILL
Name         avalanche~
Type         Spell
Info         0
Flags        0
Minpos       109
Mana         30
Rounds       3
Code         spell_avalanche
Dammsg       avalanche~
Wearoff      !Avalanche!~
Minlevel     80
End

#SKILL
Name         barkskin~
Type         Spell
Info         0
Flags        0
Target       2
Minpos       112
Mana         30
Rounds       3
Code         spell_barkskin
Dammsg       ~
